verse_index,verse_id,english,chapter_number,verse_number,turkish,french,german,bahasa,persian,tamil,swedish,russian,bengali,spanish,urdu
84,2:76,Concealing the Word of God,2,76,Tanrı'nın Sözünü Gizlemek,Dissimuler la parole de Dieu,Die Verschleierung des Wortes Gottes,Menyembunyikan Firman Tuhan,پنهان کردن کلام خدا,கடவுளின் வார்த்தையை மறைத்தல்,Att dölja Guds ord,Сокрытие Слова Божьего,ঈশ্বরের বাক্য লুকানো,Ocultar la Palabra de Dios,خدا کا کلام چھپانا
16,2:8,(3) The Hypocrites,2,8,(3) İkiyüzlüler,(3) Les hypocrites,(3) Die Heuchler,(3) Orang Munafik,(۳) ریاکاران,(3) நயவஞ்சகர்கள்,(3) Hycklarna,(3) Лицемеры,(৩) ভণ্ডরা,(3) Los hipócritas,(۳) منافقین
88,2:80,Eternity of Heaven and Hell*,2,80,Cennet ve Cehennemin Sonsuzluğu,L'éternité du paradis et de l'enfer*,Ewigkeit des Himmels und der Hölle*,Kekekalan Syurga dan Neraka*,ابدیّتِ بهشت و دوزخ*,சொர்க்கம் மற்றும் நரகத்தின் நிரந்தரத்தன்மை*,Himlens och helvetets evighet*,Вечность рая и ада*,স্বর্গ ও নরকের অনন্তকাল*,Eternidad del Cielo y del Infierno,جنت و دوزخ کی ابدیت*
91,2:83,The Commandments,2,83,Buyruklar,Les commandements,Die Gebote,Laluan Perintah,فرمان‌ها,கட்டளைகள்,Budorden,Заповеди,আদেশসমূহ,Los Mandamientos,حکم
95,2:87,The Prophets of Israel,2,87,İsrail Peygamberleri,Les prophètes d'Israël,Die Propheten von Israel,Para Nabi Israel,پیامبران اسرائیل,இஸ்ரவேலின் நபிமார்கள்,Israels profeter,Пророки Израиля,ইস্রায়েলের নবীরা,Los profetas de Israel,بنی اسرائیل کے انبیاء
96,2:88,"Tragic Statement: ""My mind is made up!""",2,88,"Trajik İfade: ""Ben Sabit Fikirliyim""","Déclaration tragique : ""Ma décision est prise !""","Tragische Aussage: ""Mein Entschluss steht fest!""","Pernyataan Tragik: ""Saya telah membuat keputusan!""",بیانیه تراژیک: «ذهنم را مصمم کرده‌ام!»,துக்ககரமான வாக்குமூலம்:என் மனம் முடிவெடுத்து விட்டது!,"Tragiskt uttalande: ""Mitt beslut är fattat!""","Трагическое заявление: ""Я все решил!""","দুঃখজনক ঘোষণা: ""আমার মন স্থির হয়ে গেছে!""","Declaración trágica: ""¡Ya he tomado una decisión!""","افسوسناک بیان: ""میرا دل بنا ہوا ہے!"""
97,2:89,The Quran Consummates All Scriptures,2,89,Kur'an Tüm Kutsal Yazıları Tamamına Erdirir,Le Coran résume toutes les écritures,Der Koran ist die Vollendung aller Schriften,Al-Quran menyempurnakan semua kitab suci.,قرآن کتب آسمانی را به کمال می‌رساند,குர்ஆன் அனைத்து வேதங்களையும் பூர்த்தியாக்குகின்றது,Koranen fullbordar alla skrifter,Коран объединяет все Писания,কুরআন সমস্ত ধর্মগ্রন্থকে পরিপূর্ণ করে।,El Corán consuma todas las Escrituras,قرآن تمام صحائف کو مکمل کرتی ہے۔
100,2:92,Learning From Israel's History,2,92,İsrail Tarihinden Öğrenmek,Tirer les leçons de l'histoire d'Israël,Aus der Geschichte Israels lernen,BELAJAR DARI SEJARAH ISRAEL,درس‌هایی از تاریخ اسرائیل,இஸ்ரவேலர்களின் சரித்திரத்திலிருந்து படிப்பினை பெறுதல்,Att lära av Israels historia,Извлечение уроков из истории Израиля,ইস্রায়েলের ইতিহাস থেকে শেখা,Aprender de la historia de Israel,اسرائیل کی تاریخ سے سیکھنا
105,2:97,Gabriel Mediates the Revelation,2,97,Cebrail Vahiyde Aracılık Eder,Gabriel est le médiateur de la Révélation,Gabriel vermittelt die Offenbarung,Gabriel Memediasi Wahyu,جبرئیل واسطهٔ وحی است,கேப்ரியேல் வெளிப்பாடுகளைக் கொண்டு வருகின்றார்,Gabriel förmedlar uppenbarelsen,Гавриил посредничает в откровении,গ্যাব্রিয়েল প্রকাশের মধ্যস্থতা করেন,Gabriel media en la Revelación,جبرائیل نے وحی کی وساطت کی
2469,20:105,On the Day of Resurrection,20,105,Diriliş Günü'nde,Le jour de la résurrection,Am Tag der Auferstehung,Pada Hari Kebangkitan,در روز قیامت,உயிர்த்தெழுப்பப்படும் நாள் அன்று,På uppståndelsens dag,В день воскресения,পুনরুত্থানের দিন,El día de la Resurrección,روزِ قیامت
2479,20:115,Humans Fail to Make a Firm Stand*,20,115,İnsanlar Sağlam Bir Duruş Gösteremediler,Les humains ne parviennent pas à s'imposer*,Die Menschen sind nicht standhaft genug*,Manusia gagal membuat pendirian yang teguh*,انسان‌ها در اتخاذ موضع قاطع ناکام می‌مانند*,மனிதர்கள் ஓர் உறுதியான நிலைப்பாட்டினை எடுக்கத் தவறி விடுகின்றனர்*,Människan klarar inte av att stå stadigt*,Люди не способны занять твердую позицию*,মানুষ দৃঢ় অবস্থান নিতে ব্যর্থ হয়*,Los seres humanos no se mantienen firmes*.,انسان مضبوط موقف اختیار کرنے میں ناکام رہتے ہیں*
2488,20:124,For the Disbelievers: Miserable Life Unavoidable,20,124,İnkârcılar için: Bedbaht Hayat Kaçınılmaz,Pour les incrédules : La vie misérable est inévitable,Für die Ungläubigen: Unglückliches Leben unvermeidlich,Bagi orang-orang yang kafir: kehidupan sengsara tidak dapat dielakkan,برای کافران: زندگی نکبت‌بار اجتناب‌ناپذیر است,நம்பமறுப்பவர்களுக்கு: துன்பகரமான வாழ்வு தவிர்த்து விட முடியாதது,För de icke-troende: Det eländiga livet är oundvikligt,Для неверующих: Неизбежность несчастной жизни,অবিশ্বাসীদের জন্য: দুর্দশাগ্রস্ত জীবন অনিবার্য,Para los incrédulos: La vida miserable es inevitable,کافروں کے لیے: بدبخت زندگی ناگزیر ہے
2496,20:132,The Parents' Responsibility,20,132,Ebeveynlerin Sorumluluğu,La responsabilité des parents,Die Verantwortung der Eltern,Tanggungjawab Ibu Bapa,مسئولیت والدین,பெற்றோர்களின் பொறுப்பு,Föräldrarnas ansvar,Ответственность родителей,অভিভাবকদের দায়িত্ব,La responsabilidad de los padres,والدین کی ذمہ داری
2497,20:133,Why Messengers?,20,133,Neden Elçiler?,Pourquoi des messagers ?,Warum Boten?,Mengapa Pengantar?,چرا پیام‌رسان‌ها؟,தூதர்கள் ஏன்?,Varför budbärare?,Почему именно мессенджеры?,বার্তাবাহকদের কেন?,¿Por qué Mensajeros?,پیغامبر کیوں؟
2379,20:15,End of the World is Not Hidden*,20,15,Dünya'nın Sonu Gizli Değildir,La fin du monde n'est pas cachée*,Das Ende der Welt ist nicht verborgen*,Akhir Dunia Tidak Tersembunyi*,پایان دنیا پنهان نیست*,உலக முடிவு மறைக்கப்பட்டதாக இல்லை*,Världens undergång är inte dold*,Конец света не скрывается*,বিশ্বের শেষ লুকানো নেই*,El fin del mundo no se oculta*.,دنیا کا خاتمہ پوشیدہ نہیں ہے*
2434,20:70,The Experts Recognize The Truth,20,70,Uzmanlar Gerçeği Tanıyor,Les experts reconnaissent la vérité,Die Experten erkennen die Wahrheit an,Para Pakar Mengakui Kebenaran,متخصصان حقیقت را می‌شناسند,வல்லுநர்கள் சத்தியத்தை அடையாளம் காண்கின்றனர்,Experterna erkänner sanningen,Эксперты признают правду,বিশেষজ্ঞরা সত্যকে স্বীকৃতি দেয়,Los expertos reconocen la verdad,ماہرین سچائی کو تسلیم کرتے ہیں
2447,20:83,The Children of Israel Rebel,20,83,İsrailoğulları Asilik Ediyor,Les enfants d'Israël se rebellent,Die Kinder Israels rebellieren,Bani Israil memberontak,بنی‌اسرائیل طغیان کردند,இஸ்ரவேலின் சந்ததியினர் கலகம் செய்கின்றனர்,Israels barn gör uppror,Дети Израиля восстают,ইস্রায়েলের সন্তানরা বিদ্রোহ করে,Los hijos de Israel se rebelan,بنی اسرائیل نے بغاوت کی
2462,20:98,You Have But One God,20,98,Sadece Bir Tanrınız Var,Vous n'avez qu'un seul Dieu,Ihr habt nur einen Gott,Kamu hanya mempunyai satu Tuhan,شما تنها یک خدا دارید,ஒரு கடவுள் அன்றி உங்களுக்கு இல்லை,Du har bara en Gud,У вас есть только один Бог,তোমার কেবল এক ঈশ্বর আছে।,Sólo tienes un Dios,تمہارا صرف ایک خدا ہے
2602,21:102,The Righteous,21,102,Doğrular,Les justes,Die Gerechten,Yang Salih,صالحان,நன்னெறியாளர்கள்,De rättfärdiga,Праведники,সৎকর্মশীল,Los Justos,نیک لوگ
2604,21:104,The Day of Resurrection,21,104,Diriliş Günü,Le jour de la résurrection,Der Tag der Auferstehung,Hari Kebangkitan,روز قیامت,உயிர்த்தெழுப்பப்படும் நாள்,Uppståndelsens dag,День воскресения,পুনরুত্থানের দিন,El Día de la Resurrección,روزِ قیامت
2502,21:2,Opposition to the New Evidence,21,2,Yeni Delile Muhalefet,Opposition aux nouveaux éléments de preuve,Einspruch gegen die neuen Beweise,Penentangan terhadap Bukti Baru,مخالفت با شواهد جدید,புதிய சான்றுகளுக்கு எதிர்ப்பு,Motstånd mot de nya bevisen,Противодействие новым доказательствам,নতুন প্রমাণের বিরোধিতা,Oposición a las nuevas pruebas,نئے ثبوت کی مخالفت
2521,21:21,One God,21,21,Tek Tanrı,Un seul Dieu,Ein Gott,Satu Tuhan,یک خدا,ஒரு கடவுள்,En Gud,Единый Бог,এক ঈশ্বর,Un Dios,ایک خدا
2523,21:23,Never Question God's Wisdom,21,23,Tanrı'nın Hikmetini Asla Sorgulamayın,Ne jamais remettre en question la sagesse de Dieu,Gottes Weisheit nie in Frage stellen,Jangan pernah mempersoalkan kebijaksanaan Tuhan.,هرگز حکمت خدا را به شک نیندازید,கடவுளின் ஞானத்தை ஒருபோதும் கேள்வி கேட்கக் கூடாது,Ifrågasätt aldrig Guds visdom,Никогда не подвергайте сомнению мудрость Бога,ঈশ্বরের প্রজ্ঞা কখনো প্রশ্ন করবেন না,Nunca cuestiones la sabiduría de Dios,خدا کی حکمت پر کبھی سوال نہ کریں
