index,verse_index,verse_id,word_index,root_word,arabic,english,transliterated,meanings,chapter_number,verse_number
9740,501,4:5,16,ع ر ف,مَّعْرُوفًا,(of) kindness.,maʿrūfan,"to know; acquaint with; perceive; recognize; acknowledge; discern; confess; known or recognized thing that which is good as an universal fact; reputable; fairness; kindness; equity; custom of society; courteous; right; he knew it, had cognition of it, to discern, became acquainted with it, perceiving a thing by reflection and by consideration of the effect, he requited, to acknowledge a part, manager/orderer/overseer, become submissive/tractable/pleasant, the making to know, fragrant, to inform oneself, learn/discover, seek/desire knowledge, benefaction/goodness, mane (of a horse) waves (of the sea), elevated place/portion, higher/highest, first/foremost, a question or questioning respecting a subject of information in order to know it, commonly received/known, to confess/acknowledge/indicate, high mountain, Mount Arafat.

The difference between arafa & alima is that the former refers to distinct and specific knowledge, while the latter is more general. Opposite to arafa is ankara (to deny) and opposite to alima is jahila (to be ignorant).
al araf - the elevated place, high dignity, distinguished position, place of discernment or acknowledgement, highest or most elevated faculties of discernment or ma'rifah (knowledge of right and wrong).
ma'ruf - honourable, known, recognised, good, befitting, fairness, kindness, custom of society, usage.

'arafaat (pl. of 'arafat, masculine 'araf, being a version of 'aarif, the active form of 'arafa and/or 'arfun, the informational noun of 'arafa) means 'familiarizations, approbations, recognitions.'",4,5
9741,502,4:6,1,ب ل و,وَٱبْتَلُوا۟,And test [you all],wa-ib'talū,"Try, prove or test by good or evil; to become old and worn out, wear and tear, withered, decayed; not caring, minding, heeding, regarding or paying attention; conferring favors, benefits or blessings; swearing oaths, covenants; informing; acquainting; revealing; manifesting; making apparent; evident; clear or plain; competing; striving or hastening",4,6
9742,502,4:6,2,ي ت م,ٱلْيَتَـٰمَىٰ,the orphans,l-yatāmā,to become an orphan; become without father before puberty or maturity; become isolated; lonely; solitary; weary; jaded; become motherless (beast); become widow,4,6
9743,502,4:6,3,ح ت ت ي,حَتَّىٰٓ,until,ḥattā,to; till; until; included; even; in order that; even to; up to; down to; as far as; and,4,6
9744,502,4:6,4,ا ذ ا,إِذَا,when [in the future],idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,4,6
9745,502,4:6,5,ب ل غ,بَلَغُوا۟,they reached,balaghū,to arrive; reach; attain one's object; obtain; ripen (fruit); grow of age; be near to reaching or attaining; to be eloquent; to forward a thing to anyone; important message; message; reaching; attaining an aim; limit; highest pitch; farthest end attained; arriving at; bringing to a conclusion; attaining its end; excellent; consummate; binding; to convey; preach; inform; deliver; make; reach; profound; perfect; clear; effectual; warning,4,6
9746,502,4:6,6,ن ك ح,ٱلنِّكَاحَ,"the age of marriage (*sexual maturity / puberty),",l-nikāḥa,"to tie; make a knot; contract; cement; marry, age of marriage, age of sexual maturity, age one is capable of signing a contract independently",4,6
9747,502,4:6,7,ا ن,فَإِنْ,then if,fa-in,If; When; Indeed; Not; Because; Although; Lest; That; To,4,6
9748,502,4:6,8,ا ن س,ءَانَسْتُم,you [all] perceived,ānastum,to see feelings of warmth; of affection and love; be sociable; be friendly; be familiar with; delight by good manners; perceive a thing from a far,4,6
9749,502,4:6,9,م ن,مِّنْهُمْ,of them,min'hum,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,4,6
9750,502,4:6,10,ر ش د,رُشْدًا,right minded / mature,rush'dan,to follow the right way; be well guided or directed; right course; going in the right way; true direction; maturity of intellect; maturity of a child; capacity to manage one's affairs,4,6
9751,502,4:6,11,د ف ع,فَٱدْفَعُوٓا۟,then hand over [you all],fa-id'faʿū,to push; repel; drive away; avert; defend; refute,4,6
9752,502,4:6,12,ا ل ي,إِلَيْهِمْ,to them,ilayhim,,4,6
9753,502,4:6,13,م و ل,أَمْوَٰلَهُمْ,their wealth.,amwālahum,wealth; to be rich; render wealthy; finance minister,4,6
9754,502,4:6,14,ل ا,وَلَا,And (do) not,walā,no; not; [present tense],4,6
9755,502,4:6,15,ا ك ل,تَأْكُلُوهَآ,you [all] consume it,takulūhā,to eat; gnaw; food; flavor; fruit; greedy; devoured,4,6
9756,502,4:6,16,س ر ف,إِسْرَافًا,extravagantly,is'rāfan,to eat away; excess; ignorant; unmindful; heedless; exceed the bounds; offenses or crime and sins; extravagant; transgress; wasteful person,4,6
9757,502,4:6,17,ب د ر,وَبِدَارًا,and hastily,wabidāran,to make haste; fall unexpectedly upon anyone; surprise anyone; have a face like a full moon; ripe (fruit); hurry towards anyone else; hasten forward,4,6
9758,502,4:6,18,ا ن,أَن,(before) that,an,If; When; Indeed; Not; Because; Although; Lest; That; To,4,6
9759,502,4:6,19,ك ب ر,يَكْبَرُوا۟,they will grow up.,yakbarū,to be hard; grievous; grow up; be great; advanced in years; be good; grow big and tall; illustrious; become momentous (affair); become haughty; arrogant; heinous crime; nobility; chief; leaders; men; leader; elder; to extol; stiffneckedness; glorifying; exalt; dignified / اسْتِكْبَارًا = behaving arrogantly or proudly; showing too much pride in oneself and too little consideration for others,4,6
9760,502,4:6,20,م ن,وَمَن,And whoever,waman,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,4,6
9761,502,4:6,21,ك و ن,كَانَ,he was,kāna,"to be; exist; happen; occur; take place; become; be such or so; to be something; used to; beyond doubt; was; existed; happened; occurred; took place; were used to; is ever; is; worthy of; would be; are; Be!; side; place; abode; purpose; status; way; condition; intention; ability; place of existence or being; greatness; high rank; high standing; honorable position; certainly shall be; may be; ",4,6
9762,502,4:6,22,غ ن ي,غَنِيًّا,rich,ghaniyyan,to dwell; flourish; avail; inhabit; be rich or in comfort of life; be free from want; to enrich; render wealthy; to do without a thing; dispense; rich; wealthy; self sufficient; able to do without the help of others; one who suffices or stands in the place of another; fulfill a need,4,6
9763,502,4:6,23,ع ف ف,فَلْيَسْتَعْفِفْ,"then let him seek to abstain / refrain (from charging a wage),",falyastaʿfif,abstain from what is unlawful; be abstinent; restrain,4,6
9764,502,4:6,24,م ن,وَمَن,and whoever,waman,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,4,6
9765,502,4:6,25,ك و ن,كَانَ,he was,kāna,"to be; exist; happen; occur; take place; become; be such or so; to be something; used to; beyond doubt; was; existed; happened; occurred; took place; were used to; is ever; is; worthy of; would be; are; Be!; side; place; abode; purpose; status; way; condition; intention; ability; place of existence or being; greatness; high rank; high standing; honorable position; certainly shall be; may be; ",4,6
9766,502,4:6,26,ف ق ر,فَقِيرًا,poor,faqīran,to be poor; destitute; needy; poverty; to be overwhelm with back breaking calamity; feel a pain in the vertebrae,4,6
9767,502,4:6,27,ا ك ل,فَلْيَأْكُلْ,then let him consume (charge for it),falyakul,to eat; gnaw; food; flavor; fruit; greedy; devoured,4,6
9768,502,4:6,28,ع ر ف,بِٱلْمَعْرُوفِ,in the fair manner (*amicably / equitably).,bil-maʿrūfi,"to know; acquaint with; perceive; recognize; acknowledge; discern; confess; known or recognized thing that which is good as an universal fact; reputable; fairness; kindness; equity; custom of society; courteous; right; he knew it, had cognition of it, to discern, became acquainted with it, perceiving a thing by reflection and by consideration of the effect, he requited, to acknowledge a part, manager/orderer/overseer, become submissive/tractable/pleasant, the making to know, fragrant, to inform oneself, learn/discover, seek/desire knowledge, benefaction/goodness, mane (of a horse) waves (of the sea), elevated place/portion, higher/highest, first/foremost, a question or questioning respecting a subject of information in order to know it, commonly received/known, to confess/acknowledge/indicate, high mountain, Mount Arafat.

The difference between arafa & alima is that the former refers to distinct and specific knowledge, while the latter is more general. Opposite to arafa is ankara (to deny) and opposite to alima is jahila (to be ignorant).
al araf - the elevated place, high dignity, distinguished position, place of discernment or acknowledgement, highest or most elevated faculties of discernment or ma'rifah (knowledge of right and wrong).
ma'ruf - honourable, known, recognised, good, befitting, fairness, kindness, custom of society, usage.

'arafaat (pl. of 'arafat, masculine 'araf, being a version of 'aarif, the active form of 'arafa and/or 'arfun, the informational noun of 'arafa) means 'familiarizations, approbations, recognitions.'",4,6
9769,502,4:6,29,ا ذ ا,فَإِذَا,Then when,fa-idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,4,6
9770,502,4:6,30,د ف ع,دَفَعْتُمْ,you [all] handed over,dafaʿtum,to push; repel; drive away; avert; defend; refute,4,6
9771,502,4:6,31,ا ل ي,إِلَيْهِمْ,to them,ilayhim,,4,6
9772,502,4:6,32,م و ل,أَمْوَٰلَهُمْ,their wealth,amwālahum,wealth; to be rich; render wealthy; finance minister,4,6
9773,502,4:6,33,ش ه د,فَأَشْهِدُوا۟,then have witness [you all],fa-ashhidū,to be present with; bear witness; bear testimony; witness; evidence; taking of evidence; obvious; evident; known; manifest; apparent / مَشْهَدِ meeting place; time or place of being present or giving or hearing evidence,4,6
9774,502,4:6,34,ع ل ي,عَلَيْهِمْ,upon them.,ʿalayhim,on; upon; at; under; against; provided; so that; in respect; before; according to; for the sake of; to; above; in spite of; near; as,4,6
9775,502,4:6,35,ك ف ي,وَكَفَىٰ,And sufficient (is),wakafā,to be enough; sufficient; suffice,4,6
9776,502,4:6,36,ا ل ه,بِٱللَّهِ,[in] God (as),bil-lahi,to serve; worship or adore; to protect; grant refuge; preserve save; rescue; liberate; object of worship,4,6
9777,502,4:6,37,ح س ب,حَسِيبًا,a Reckoner.,ḥasīban,to think; consider; suppose; imagine; be of opinion; to number; reckon; account,4,6
9778,503,4:7,1,ر ج ل,لِّلرِّجَالِ,For the men,lilrrijāli,foot; walk; male human being; man; soldier; grant a respite,4,7
9779,503,4:7,2,ن ص ب,نَصِيبٌ,a portion,naṣībun,to fix; raise; setup; establish; to use diligence; toil; labor; be instant; setup; fatigue; weariness; affliction; difficulty; distress; trouble; disease; worn out; calamity; targets; goal posts; a stone place of the pagan Arabs on which they made their sacrifices; altar; idols; images; statues; a part; portion,4,7
9780,503,4:7,3,م م ا,مِّمَّا,of what,mimmā,combination of مِن and ما,4,7
9781,503,4:7,4,ت ر ك,تَرَكَ,it was left,taraka,To leave off; leave alone; abandon; forsake; give up a thing; neglect; omit; to leave,4,7
9782,503,4:7,5,و ل د,ٱلْوَٰلِدَانِ,"(by) [both] the parents,",l-wālidāni,to beget; give birth; begotten; born; child; offspring; parents; mother; father,4,7
9783,503,4:7,6,ق ر ب,وَٱلْأَقْرَبُونَ,and the near relatives,wal-aqrabūna,to be near; approach; offer; be near in relationship or rank; be at hand; draw near; proximity; kindred; relationship; pious works and good deeds which draw people to God; soon after; affinity; sacrifice; offer made for God; means of access to God; closer; closest; nearest; kinsfolk; closely related; near kin; offering,4,7
9784,503,4:7,7,ن س و,وَلِلنِّسَآءِ,and for the women,walilnnisāi,women. There is no singular of this word,4,7
9785,503,4:7,8,ن ص ب,نَصِيبٌ,a portion,naṣībun,to fix; raise; setup; establish; to use diligence; toil; labor; be instant; setup; fatigue; weariness; affliction; difficulty; distress; trouble; disease; worn out; calamity; targets; goal posts; a stone place of the pagan Arabs on which they made their sacrifices; altar; idols; images; statues; a part; portion,4,7
9786,503,4:7,9,م م ا,مِّمَّا,of what,mimmā,combination of مِن and ما,4,7
9787,503,4:7,10,ت ر ك,تَرَكَ,it was left,taraka,To leave off; leave alone; abandon; forsake; give up a thing; neglect; omit; to leave,4,7
9788,503,4:7,11,و ل د,ٱلْوَٰلِدَانِ,(by) [both] the parents,l-wālidāni,to beget; give birth; begotten; born; child; offspring; parents; mother; father,4,7
9789,503,4:7,12,ق ر ب,وَٱلْأَقْرَبُونَ,and the near relatives,wal-aqrabūna,to be near; approach; offer; be near in relationship or rank; be at hand; draw near; proximity; kindred; relationship; pious works and good deeds which draw people to God; soon after; affinity; sacrifice; offer made for God; means of access to God; closer; closest; nearest; kinsfolk; closely related; near kin; offering,4,7
9790,503,4:7,13,م م ا,مِمَّا,of what,mimmā,combination of مِن and ما,4,7
9791,503,4:7,14,ق ل ل,قَلَّ,it is little,qalla,to be few in number; small in quantity; rare; few; little; small; rare; seldom; fewer; poorer; to appear as few,4,7
